class,0,1,2,3,4,5,6,7,8,9,10
Violin,0.15400633412511083,0.25377519826946315,0.4098372121344096,0.6115355789525454,3.887403947657799,1.8885711230854063,2.943735650265719,5.0455394638528865,1.5478729517835725,0.5005265012676375,0.2031059007563008
Violin,0.09593165886775254,0.07707188337012597,0.26804606933069114,0.4701321687150038,3.4629429451422267,1.7962988268914226,2.8155330715744946,3.907800647467949,1.1292663763420498,0.6594689618512779,0.2909949377334328
Violin,0.05072799865242662,0.06763289472669518,0.1278838431588929,0.40422064696972543,3.8054036932177877,1.5377457428847703,2.8884735004162603,2.799508735930892,0.926549616563392,0.5851773624052188,0.2659049162213527
Violin,0.098343747995592,0.0612445401259449,0.19534744275210808,0.4540697079215957,4.383944362481018,1.602165457865857,3.032404366592366,3.482102978470382,1.0170018150326452,0.6856363103951459,0.3117410863082385
Violin,0.030751837346619907,0.029889759094952728,0.12119870770138674,0.3885683051061739,4.201712104359748,1.5333234425031135,3.01758144840692,3.3565291583538337,0.9930288496787991,0.6399171946252242,0.2794626362445324
Violin,0.07682734459189257,0.04539164549407966,0.12125118836061224,0.3686207291692919,4.206076641191281,1.42911444929174,3.020962058794842,3.295262674324606,1.0661125090810235,0.7798570761401824,0.3529545050158961
Violin,0.07601954011555165,0.09629000748428969,0.22719539148137533,0.4389293486640424,4.063965542983364,1.5293027898963842,3.1958572006249852,2.8744221595352566,1.1548901877982447,0.8486089642965471,0.4002374534836256
Violin,0.2159818213277745,0.2511707158022044,0.2592884821120537,0.5139440985839955,4.618200598724423,2.0230645179608655,3.902654110318204,4.817923745970228,1.4592278103760097,0.6992366861696855,0.28802081697275966
Violin,0.05479565376728773,0.07091577223194903,0.2001127284979827,0.46484484140075755,3.6154781012836645,1.927922952433272,2.979230527040841,3.6262555586271894,0.8798962311328815,0.3550838716816334,0.11334916653282116
Violin,0.03170740017025515,0.045525679673122,0.24859839595192595,0.506854486057402,3.749577282215703,1.4713499560309757,2.8276624334266103,2.7685385282258617,0.7274159485147822,0.3222056006969708,0.11575607922577769
Violin,0.07499375385398493,0.1041806086049378,0.27857383518751744,0.6321685002721837,3.995335759940902,1.2150918556020105,2.5858737468356905,3.3538581170430306,0.8856432413066451,0.40145391340793307,0.12342724601959154
Violin,0.07263810557124882,0.11150072911467432,0.27044442786901673,0.6302612518083663,4.053329050073189,1.2070019236753418,2.7782419486683896,3.145743824711979,0.9131789487615264,0.441660966727549,0.15124034087538196
Violin,0.09831817214152519,0.14425478322004986,0.2600927814572368,0.5452474624585375,4.118809947207504,1.4476296041947003,2.8794277541271094,3.237314699568161,0.970740966926014,0.48898547523823815,0.18815792432364226
Violin,0.0673433621910333,0.0999906469686419,0.1462199653902515,0.4773477848874015,4.0309306537120495,1.4371968918997573,2.898387758192646,2.791577711105784,0.8823328557593506,0.5373361847854325,0.2367067805229368
Violin,0.14438703849225998,0.09505481922676424,0.30581066880981844,0.5327412688479389,3.846255538641489,1.837944810641924,3.2005261812926995,4.2247955716126375,1.1301617852509303,0.3748859538777379,0.10140780134277158
Violin,0.07023352666868496,0.10747121293349232,0.15512083431502602,0.4397003612598268,3.866402810976514,1.7184010114534403,3.086736848603877,3.551309858333958,0.9537549731219703,0.4803415736471044,0.19440842626267174
Violin,0.10017823386769767,0.06819698944565307,0.13946631169584514,0.46117783937153195,4.281292272195919,1.6874241485425516,3.11602372833081,3.3328395064885603,1.102266551182648,0.7884906024449029,0.36551899389681886
Violin,0.04248493406032021,0.03311795435363726,0.13143531648953632,0.38165289550593395,4.352436836596749,1.5656008348634471,2.986951056796263,3.6563152330591144,1.1343084978860087,0.7093250873319323,0.31287021529996895
Violin,0.06131826900097875,0.05742315421474575,0.10861263117798,0.37705124172609855,4.247000397306557,1.4976174431858438,3.008604996816381,3.31803659589766,1.1110345164695914,0.8138832163415952,0.3660384393345818
Violin,0.0597792991594091,0.10159861557924368,0.22813747520189934,0.4135668191739191,4.150341974354389,1.537001662445795,3.1961086238536427,3.080957058268111,1.3052995174809885,0.9854497783037612,0.455718300525345
Violin,0.0684674367127503,0.08326276117714666,0.1329112468001203,0.4623503457521848,4.050753781555797,1.415855762985217,3.0419468004379686,2.668743359408456,0.8465201338576948,0.5054340620871566,0.22231570956553942
Violin,0.04648334658626458,0.15031187184211992,0.18185706426655604,0.48230568977427396,3.5175761136870904,1.918652558481097,3.134131043063438,3.9373698930642806,1.118289656615845,0.4439707739294858,0.14959620063818263
Violin,0.053384207850835794,0.0830155989657656,0.1910906955866028,0.47620953949824685,3.667328549306456,1.6109085899432036,2.924437722335802,2.746030532835003,0.8584827888585318,0.34972604248828676,0.12781817094399936
Violin,0.12182412622029026,0.1229291631229377,0.2261427125041803,0.6821182094776548,4.245584422131513,1.1912618130591377,2.523043491733095,3.464232929504369,1.0720566920869674,0.5922409309730025,0.24398349829939808
Violin,0.06577611791173513,0.08899100491232051,0.3041092847233631,0.6402020066558248,4.150772067882686,1.2127691419996114,2.4845476093471226,3.537710896653974,1.0507279254622621,0.5497738584065577,0.21533840892287048
Violin,0.0862937922793188,0.14839618545515298,0.2010362812974178,0.5659481352687478,4.226745478035434,1.406354201029323,2.822637666526037,3.5459100744642074,1.0309149753068743,0.6224013686692637,0.25255166521014977
Violin,0.0612300280973092,0.09383321656668847,0.26482933416152826,0.5523659667275334,4.098728932968233,1.4394774820572087,2.922992644741684,2.955302673015048,1.0529057912728157,0.7296610557654566,0.32160491131044033
Violin,0.065432477726966,0.06759118129795111,0.1364231624675465,0.4749869825707715,4.004170203889057,1.540336986309838,3.1629131563278907,2.5759371077301307,0.7911388263875159,0.3991787252367775,0.16921367546838922
Violin,0.06978514117885366,0.10274135651454343,0.15199626459123788,0.42966822330002535,3.672400984813542,1.755204370332097,2.905451621775158,3.7184863236352212,0.9468201604657519,0.46631796555421057,0.17987887407882389
Violin,0.027868064610806396,0.0511962446349783,0.0987318699405438,0.3895845571942555,3.7390643943081905,1.6104750733133788,3.084330238752107,2.7039594218317085,0.9928807213242004,0.6838511498923419,0.31874143919168285
Violin,0.047658398653155284,0.03341022422266726,0.10019689750354777,0.3514779673895898,4.304442755368483,1.5545650446224457,2.9555187414332953,3.5407167223137153,1.0657511340887753,0.7514447065841938,0.338105465008498
Violin,0.058491837692227946,0.04744960703472122,0.14018117239196123,0.3780655061780174,4.181380917611497,1.4499821821228938,2.9742766777588145,3.1928652692430166,1.037066653848056,0.7688734969575194,0.3357439181651706
Violin,0.0745503576014224,0.09366697960758485,0.23230928317281216,0.44612749374195615,4.161966626556946,1.4448648718681545,3.0605262954438923,3.3006600147132907,1.169284599896466,0.8423528087488994,0.3704588492990103
Violin,0.06578195654562442,0.08049239686600607,0.22086938572946777,0.44919719991365786,4.06813487348635,1.392928303908963,2.9886896157588687,2.7677267785930324,0.903803527915416,0.5692054652781723,0.24884845707281084
Violin,0.07911719313191583,0.0507670140824496,0.19346513629859513,0.5614224834063217,4.047774446851746,1.4466791601128333,3.2375339844075377,2.579949789120114,0.8698942281133896,0.5084749362913837,0.22897872665881144
Violin,0.022817731565571084,0.062188862355271574,0.2528584931235486,0.31633933376391254,3.2949264441509576,1.2077892384442774,4.174267420312332,1.8014125556920733,0.8467412780169614,0.428610149993662,0.1472441947382241
Violin,0.03115417813772363,0.055428032891010094,0.1255227114481092,0.16427993580959996,1.9597829581020154,0.4624341293689288,3.542774452380406,2.5744768197150654,1.0010139448646456,0.5098272882969873,0.2043610852672848
Violin,0.043546598080474494,0.06908982759309254,0.12408674612233878,0.17846166732396032,2.8873325943714807,1.2388128750237752,5.392438678472205,4.290514561849955,1.426701908937794,0.6012395947854126,0.17857071452642453
Violin,0.03509633416170353,0.06060424216896803,0.16443969591502167,0.2025010366553488,2.3072059766288517,0.7209196610866229,4.15691066564701,3.682997416621748,1.2745732000228938,0.4765634510201005,0.12042495768206649
Violin,0.008518009078844323,0.030574842115925944,0.07720553486393252,0.1329098197882135,2.8137081728742515,1.0836609051419661,4.239770172766461,3.6049293345211497,1.4135351784614685,0.42956063067939027,0.10618267019542485
Violin,0.013487782458791422,0.03914918519190859,0.07256715428515884,0.15535903921354427,1.9433537099222837,0.5047191207518125,2.4083949899173906,1.980530928342211,0.9598522356988803,0.476750862226652,0.2044017334884174
Violin,0.046739998240076186,0.026570126035953347,0.10938015298818292,0.1726821873244108,2.060985087867119,0.6045304689760896,2.330988255707228,1.798957472364999,0.7665739536969227,0.27436939880391875,0.08364878789736518
Violin,0.05778221902909095,0.04211587034467058,0.20996368463823437,0.2536570636047434,2.916193554493717,0.8408428757586269,3.433894854666183,1.5260499702849697,0.8062050297506875,0.33732693954007253,0.1031109488128945
Violin,0.024336408106580328,0.05299746712835935,0.125089632235327,0.10719594794113017,1.6200744582651438,0.738650803219157,4.65960756053497,2.5970944577461035,1.0071284397327194,0.386018557606769,0.1044097229593143
Violin,0.04520890669101395,0.07986342078084818,0.15576179764983172,0.3135799437524945,2.5764856976675543,0.6382603720704024,3.8235476588173647,2.8820144772716825,1.1200494088397677,0.4511489844399692,0.11344886514054567
Violin,0.02145467957616007,0.05262939901858891,0.09343482797409436,0.08468687848893622,1.8930996960505935,0.7567036235711759,3.861518791152375,3.2330032149935777,1.3737584620886611,0.6290654369116011,0.2364075522565781
Violin,0.033677048441997565,0.027283440770979772,0.13266317108114895,0.23619986959109643,2.495107685003758,0.6302477306906661,3.58107406885375,2.7886673773013446,1.1066110646981318,0.3450830667842818,0.08373877296065835
Violin,0.048641010908535606,0.04942655690824676,0.061499498342291695,0.13546221283027965,1.883571255503485,0.5319364595635885,2.51654549503352,1.6534607806713641,0.7599867912507073,0.2547721233329642,0.06553164449085266
Violin,0.08987531620695124,0.020536619091763363,0.09396282036099905,0.13572704753069345,1.9922136128703989,0.6889740334872612,2.332179927919981,1.896108509594049,0.7624197011365599,0.23189209338576464,0.058271065700386204
Violin,0.037404015308008305,0.023754741109723917,0.16579902560348167,0.14053749694034326,2.466462696342565,0.7937666113690788,2.8504438098699225,1.6695996917668534,0.9016694833804388,0.5253188724154696,0.22001441418154427
Violin,0.01597322588039818,0.0830996279147746,0.16724012111140096,0.21645246395584097,1.8681773727420428,0.7661828198706945,5.083453413464181,2.972738050787797,1.1245074896278036,0.4529875248586708,0.11159915816584356
